Freq_Hz,Accel_g,Accel_main
52.936,5.04E-08,3.68E-07
52.945,1.14E-07,8.32E-07
52.955,1.85E-07,1.35E-06
52.964,5.09E-08,3.71E-07
52.973,9.98E-08,7.28E-07
52.983,8.04E-08,5.87E-07
52.992,1.42E-07,1.04E-06
53.002,9.18E-08,6.70E-07
53.011,4.79E-08,3.50E-07
53.02,7.17E-08,5.23E-07
53.03,2.27E-07,1.66E-06
53.039,5.23E-08,3.82E-07
53.049,1.25E-07,9.10E-07
53.058,9.23E-08,6.73E-07
53.067,3.00E-08,2.19E-07
53.077,8.45E-08,6.16E-07
53.086,1.27E-07,9.28E-07
53.096,1.37E-07,1.00E-06
53.105,8.09E-08,5.91E-07
53.114,5.41E-08,3.94E-07
53.124,2.02E-08,1.47E-07
53.133,2.17E-07,1.58E-06
53.143,1.54E-07,1.12E-06
53.152,3.90E-08,2.85E-07
53.161,5.12E-08,3.74E-07
53.171,9.61E-08,7.01E-07
53.18,1.11E-07,8.09E-07
53.189,8.79E-08,6.42E-07
53.199,6.20E-08,4.53E-07
53.208,1.66E-07,1.21E-06
53.218,6.41E-08,4.68E-07
53.227,6.98E-08,5.09E-07
53.236,1.99E-07,1.45E-06
53.246,3.80E-08,2.77E-07
53.255,9.61E-08,7.01E-07
53.265,2.00E-07,1.46E-06
53.274,2.64E-07,1.92E-06
53.283,1.24E-07,9.04E-07
53.293,1.16E-08,8.46E-08
53.302,6.64E-08,4.85E-07
53.312,1.81E-07,1.32E-06
53.321,7.30E-08,5.33E-07
53.33,8.79E-08,6.42E-07
53.34,7.36E-08,5.37E-07
53.349,8.46E-08,6.17E-07
53.359,6.24E-08,4.55E-07
53.368,4.27E-08,3.11E-07
53.377,3.42E-08,2.49E-07
53.387,8.67E-08,6.32E-07
53.396,1.12E-07,8.17E-07
53.405,1.25E-07,9.11E-07
53.415,2.18E-08,1.59E-07
53.424,2.58E-08,1.88E-07
53.434,4.93E-08,3.60E-07
53.443,6.50E-08,4.75E-07
53.452,2.32E-08,1.69E-07
53.462,5.55E-08,4.05E-07
53.471,1.23E-07,8.95E-07
53.481,2.22E-08,1.62E-07
53.49,6.78E-08,4.95E-07
53.499,6.58E-08,4.80E-07
53.509,1.38E-08,1.01E-07
53.518,1.49E-07,1.09E-06
53.528,9.09E-08,6.63E-07
53.537,6.15E-08,4.49E-07
53.546,1.39E-07,1.01E-06
53.556,5.26E-08,3.84E-07
53.565,1.10E-07,8.03E-07
53.575,3.77E-08,2.75E-07
53.584,4.27E-08,3.12E-07
53.593,1.29E-08,9.44E-08
53.603,6.33E-08,4.62E-07
53.612,2.55E-08,1.86E-07
53.621,2.18E-08,1.59E-07
53.631,2.91E-08,2.13E-07
53.64,1.07E-07,7.83E-07
53.65,4.30E-08,3.14E-07
53.659,1.44E-08,1.05E-07
53.668,4.30E-08,3.14E-07
53.678,7.51E-08,5.48E-07
53.687,2.04E-08,1.49E-07
53.697,3.34E-08,2.44E-07
53.706,1.22E-07,8.89E-07
53.715,2.72E-08,1.98E-07
53.725,1.21E-08,8.81E-08
53.734,3.87E-08,2.82E-07
53.744,3.65E-08,2.66E-07
53.753,3.73E-08,2.72E-07
53.762,1.37E-07,1.00E-06
53.772,9.01E-08,6.57E-07
53.781,1.50E-08,1.10E-07
53.79,5.18E-08,3.78E-07
53.8,7.12E-08,5.19E-07
53.809,1.73E-08,1.27E-07
53.819,6.37E-08,4.65E-07
53.828,5.71E-08,4.17E-07
53.837,4.56E-08,3.33E-07
53.847,3.43E-08,2.50E-07
53.856,3.68E-08,2.68E-07
53.866,2.93E-08,2.14E-07
53.875,3.04E-08,2.22E-07
53.884,2.33E-08,1.70E-07
53.894,1.41E-07,1.03E-06
53.903,6.17E-08,4.50E-07
53.913,4.47E-08,3.26E-07
53.922,1.88E-08,1.37E-07
53.931,4.56E-08,3.33E-07
53.941,7.06E-08,5.15E-07
53.95,1.03E-07,7.50E-07
53.96,5.68E-08,4.14E-07
53.969,3.14E-08,2.29E-07
53.978,4.98E-08,3.64E-07
53.988,1.01E-07,7.37E-07
53.997,3.87E-08,2.82E-07
54.006,2.72E-08,1.98E-07
54.016,2.60E-08,1.90E-07
54.025,8.07E-08,5.89E-07
54.035,9.82E-08,7.17E-07
54.044,1.02E-07,7.41E-07
54.053,7.20E-08,5.25E-07
54.063,1.16E-07,8.44E-07
54.072,1.90E-08,1.39E-07
54.082,2.44E-08,1.78E-07
54.091,6.17E-08,4.50E-07
54.1,1.73E-07,1.26E-06
54.11,3.13E-08,2.28E-07
54.119,5.09E-08,3.71E-07
54.129,1.25E-08,9.12E-08
54.138,8.89E-08,6.49E-07
54.147,4.37E-08,3.19E-07
54.157,3.99E-08,2.92E-07
54.166,4.39E-08,3.20E-07
54.176,3.20E-08,2.34E-07
54.185,2.02E-08,1.47E-07
54.194,5.29E-08,3.86E-07
54.204,4.53E-08,3.30E-07
54.213,6.22E-08,4.54E-07
54.222,7.32E-08,5.34E-07
54.232,5.79E-08,4.23E-07
54.241,9.54E-08,6.96E-07
54.251,7.81E-08,5.70E-07
54.26,5.97E-08,4.35E-07
54.269,2.04E-08,1.49E-07
54.279,4.80E-08,3.51E-07
54.288,1.19E-07,8.71E-07
54.298,5.34E-08,3.90E-07
54.307,6.98E-08,5.09E-07
54.316,2.53E-08,1.85E-07
54.326,1.14E-07,8.32E-07
54.335,3.55E-08,2.59E-07
54.345,5.95E-08,4.34E-07
54.354,1.67E-08,1.22E-07
54.363,8.95E-09,6.53E-08
54.373,9.48E-08,6.92E-07
54.382,1.79E-07,1.31E-06
54.392,7.53E-08,5.50E-07
54.401,1.56E-08,1.14E-07
54.41,6.72E-08,4.90E-07
54.42,4.92E-08,3.59E-07
54.429,1.31E-08,9.54E-08
54.438,3.72E-08,2.71E-07
54.448,6.88E-08,5.02E-07
54.457,6.23E-08,4.54E-07
54.467,7.49E-08,5.46E-07
54.476,1.11E-07,8.10E-07
54.485,1.07E-07,7.79E-07
54.495,8.56E-08,6.24E-07
54.504,4.39E-08,3.20E-07
54.514,9.11E-08,6.65E-07
54.523,1.14E-07,8.28E-07
54.532,3.43E-08,2.50E-07
54.542,9.20E-09,6.71E-08
54.551,9.65E-08,7.04E-07
54.561,8.96E-08,6.54E-07
54.57,5.79E-08,4.23E-07
54.579,3.48E-08,2.54E-07
54.589,8.90E-08,6.50E-07
54.598,5.32E-08,3.88E-07
54.607,1.36E-07,9.92E-07
54.617,3.70E-08,2.70E-07
54.626,4.56E-08,3.33E-07
54.636,6.09E-09,4.45E-08
54.645,7.22E-08,5.27E-07
54.654,4.65E-08,3.39E-07
54.664,8.69E-08,6.34E-07
54.673,3.57E-08,2.61E-07
54.683,4.05E-08,2.96E-07
54.692,8.54E-08,6.23E-07
54.701,5.64E-08,4.11E-07
54.711,2.24E-08,1.64E-07
54.72,8.04E-08,5.87E-07
54.73,5.52E-08,4.03E-07
54.739,5.53E-08,4.04E-07
54.748,3.95E-08,2.88E-07
54.758,7.15E-08,5.22E-07
54.767,9.32E-08,6.80E-07
54.777,1.23E-07,8.98E-07
54.786,1.50E-08,1.10E-07
54.795,3.65E-08,2.66E-07
54.805,1.10E-07,8.04E-07
54.814,1.25E-07,9.12E-07
54.823,7.81E-08,5.70E-07
54.833,6.98E-08,5.10E-07
54.842,9.28E-08,6.77E-07
54.852,1.01E-07,7.38E-07
54.861,9.36E-08,6.83E-07
54.87,1.72E-07,1.25E-06
54.88,8.78E-08,6.41E-07
54.889,3.77E-08,2.75E-07
54.899,5.56E-08,4.06E-07
54.908,2.30E-08,1.68E-07
54.917,9.63E-08,7.03E-07
54.927,8.02E-08,5.85E-07
54.936,7.54E-08,5.50E-07
54.946,6.27E-08,4.58E-07
54.955,1.30E-07,9.46E-07
54.964,1.12E-07,8.15E-07
54.974,9.78E-08,7.14E-07
54.983,8.09E-08,5.90E-07
54.993,8.10E-08,5.91E-07
55.002,1.05E-07,7.69E-07
55.011,1.29E-07,9.41E-07
55.021,1.04E-07,7.58E-07
55.03,8.46E-08,6.18E-07
55.039,3.82E-08,2.79E-07
55.049,6.39E-08,4.67E-07
55.058,6.26E-08,4.57E-07
55.068,7.44E-08,5.43E-07
55.077,7.36E-08,5.37E-07
55.086,9.93E-08,7.25E-07
55.096,8.59E-08,6.27E-07
55.105,7.44E-08,5.43E-07
55.115,2.08E-07,1.52E-06
55.124,1.09E-07,7.92E-07
55.133,1.22E-08,8.92E-08
55.143,2.04E-07,1.49E-06
55.152,1.57E-07,1.14E-06
55.162,2.77E-07,2.02E-06
55.171,9.73E-08,7.10E-07
55.18,4.79E-08,3.50E-07
55.19,1.49E-07,1.08E-06
55.199,1.02E-07,7.41E-07
55.209,6.79E-08,4.95E-07
55.218,5.09E-08,3.72E-07
55.227,1.23E-07,8.98E-07
55.237,5.97E-08,4.36E-07
55.246,4.98E-08,3.64E-07
55.255,5.34E-08,3.90E-07
55.265,8.58E-08,6.26E-07
55.274,1.01E-07,7.35E-07
55.284,3.96E-08,2.89E-07
55.293,4.64E-08,3.39E-07
55.302,8.23E-08,6.01E-07
55.312,6.79E-08,4.95E-07
55.321,9.48E-08,6.92E-07
55.331,1.10E-07,8.01E-07
55.34,9.95E-09,7.26E-08
55.349,1.16E-07,8.49E-07
55.359,7.24E-08,5.28E-07
55.368,1.56E-07,1.14E-06
55.378,2.02E-07,1.47E-06
55.387,1.11E-07,8.14E-07
55.396,1.29E-07,9.42E-07
55.406,7.04E-08,5.14E-07
55.415,5.03E-08,3.67E-07
55.424,1.47E-07,1.08E-06
55.434,6.28E-08,4.58E-07
55.443,9.17E-08,6.69E-07
55.453,7.92E-08,5.78E-07
55.462,1.60E-07,1.17E-06
55.471,8.19E-08,5.98E-07
55.481,7.34E-08,5.36E-07
55.49,1.09E-07,7.92E-07
55.5,2.94E-08,2.14E-07
55.509,6.15E-08,4.48E-07
55.518,2.13E-08,1.55E-07
55.528,3.87E-08,2.82E-07
55.537,9.73E-08,7.10E-07
55.547,1.04E-07,7.56E-07
55.556,2.32E-07,1.69E-06
55.565,5.56E-08,4.06E-07
55.575,9.12E-08,6.66E-07
55.584,4.46E-08,3.25E-07
55.594,7.87E-08,5.74E-07
55.603,2.79E-08,2.04E-07
55.612,2.60E-08,1.90E-07
55.622,4.58E-08,3.35E-07
55.631,1.24E-08,9.04E-08
55.64,1.48E-08,1.08E-07
55.65,3.37E-08,2.46E-07
55.659,1.26E-07,9.23E-07
55.669,1.16E-07,8.46E-07
55.678,6.79E-08,4.96E-07
55.687,4.58E-08,3.34E-07
55.697,5.43E-08,3.96E-07
55.706,6.01E-08,4.38E-07
55.716,7.14E-08,5.21E-07
55.725,3.76E-08,2.75E-07
55.734,1.64E-07,1.20E-06
55.744,9.63E-08,7.02E-07
55.753,6.86E-08,5.01E-07
55.763,1.16E-07,8.48E-07
55.772,5.14E-08,3.75E-07
55.781,3.22E-08,2.35E-07
55.791,2.93E-08,2.14E-07
55.8,1.67E-07,1.22E-06
55.81,1.11E-07,8.08E-07
55.819,1.20E-07,8.74E-07
55.828,4.35E-08,3.18E-07
55.838,7.94E-08,5.79E-07
55.847,7.23E-08,5.28E-07
55.856,1.05E-07,7.67E-07
55.866,1.33E-07,9.72E-07
55.875,1.51E-08,1.10E-07
55.885,4.24E-08,3.09E-07
55.894,5.03E-08,3.67E-07
55.903,8.92E-08,6.51E-07
55.913,1.60E-07,1.16E-06
55.922,6.45E-08,4.71E-07
55.932,6.47E-08,4.72E-07
55.941,3.56E-08,2.60E-07
55.95,1.36E-07,9.95E-07
55.96,4.63E-08,3.38E-07
55.969,5.31E-08,3.87E-07
55.979,6.23E-08,4.54E-07
55.988,5.62E-08,4.10E-07
55.997,2.37E-08,1.73E-07
56.007,3.53E-08,2.58E-07
56.016,1.61E-07,1.18E-06
56.026,2.25E-08,1.64E-07
56.035,4.92E-08,3.59E-07
56.044,1.97E-07,1.44E-06
56.054,4.05E-07,2.95E-06
56.063,2.48E-07,1.81E-06
56.072,6.72E-08,4.90E-07
56.082,4.29E-07,3.13E-06
56.091,4.18E-07,3.05E-06
56.101,1.81E-07,1.32E-06
56.11,9.87E-08,7.20E-07
56.119,1.16E-07,8.48E-07
56.129,8.24E-08,6.01E-07
56.138,6.42E-08,4.69E-07
56.148,1.01E-07,7.34E-07
56.157,4.26E-08,3.11E-07
56.166,5.77E-08,4.21E-07
56.176,7.82E-08,5.71E-07
56.185,1.63E-08,1.19E-07
56.195,9.05E-08,6.60E-07
56.204,7.27E-08,5.31E-07
56.213,8.40E-08,6.13E-07
56.223,4.18E-08,3.05E-07
56.232,4.35E-08,3.17E-07
56.241,6.76E-08,4.93E-07
56.251,3.94E-08,2.88E-07
56.26,1.94E-08,1.41E-07
56.27,8.33E-09,6.08E-08
56.279,6.13E-08,4.47E-07
56.288,8.71E-08,6.36E-07
56.298,1.54E-07,1.12E-06
56.307,3.27E-08,2.38E-07
56.317,1.20E-08,8.73E-08
56.326,9.48E-08,6.92E-07
56.335,5.51E-09,4.02E-08
56.345,3.97E-08,2.90E-07
56.354,6.34E-08,4.63E-07
56.364,2.93E-08,2.14E-07
56.373,4.23E-08,3.08E-07
56.382,1.24E-08,9.08E-08
56.392,6.77E-08,4.94E-07
56.401,5.26E-08,3.84E-07
56.411,4.52E-08,3.30E-07
56.42,3.40E-08,2.48E-07
56.429,8.27E-08,6.03E-07
56.439,1.50E-07,1.09E-06
56.448,2.65E-08,1.93E-07
56.457,8.32E-09,6.07E-08
56.467,6.68E-08,4.87E-07
56.476,3.98E-08,2.91E-07
56.486,8.89E-08,6.49E-07
56.495,4.45E-08,3.25E-07
56.504,8.85E-08,6.46E-07
56.514,1.52E-07,1.11E-06
56.523,1.44E-07,1.05E-06
56.533,3.25E-08,2.37E-07
56.542,2.04E-07,1.49E-06
56.551,1.80E-07,1.32E-06
56.561,3.54E-08,2.58E-07
56.57,6.53E-08,4.76E-07
56.58,2.86E-08,2.09E-07
56.589,1.02E-07,7.42E-07
56.598,5.79E-08,4.22E-07
56.608,4.35E-08,3.17E-07
56.617,4.00E-08,2.92E-07
56.627,5.87E-08,4.28E-07
56.636,8.80E-08,6.42E-07
56.645,3.02E-08,2.20E-07
56.655,5.84E-08,4.26E-07
56.664,4.99E-08,3.64E-07
56.673,4.22E-08,3.08E-07
56.683,1.14E-07,8.28E-07
56.692,1.69E-07,1.24E-06
56.702,1.85E-07,1.35E-06
56.711,1.11E-07,8.09E-07
56.72,4.96E-08,3.62E-07
56.73,1.69E-07,1.23E-06
56.739,1.43E-07,1.05E-06
56.749,2.92E-07,2.13E-06
56.758,4.06E-07,2.96E-06
56.767,4.61E-07,3.36E-06
56.777,1.99E-07,1.45E-06
56.786,3.05E-08,2.23E-07
56.796,3.38E-08,2.47E-07
56.805,9.49E-08,6.92E-07
56.814,4.57E-08,3.33E-07
56.824,4.24E-08,3.09E-07
56.833,3.31E-08,2.42E-07
56.843,5.72E-08,4.18E-07
56.852,1.10E-07,8.04E-07
56.861,6.29E-08,4.59E-07
56.871,2.21E-08,1.62E-07
56.88,4.31E-08,3.14E-07
56.889,9.04E-08,6.60E-07
56.899,3.14E-08,2.29E-07
56.908,1.54E-08,1.13E-07
56.918,8.05E-08,5.87E-07
56.927,3.78E-08,2.76E-07
56.936,2.12E-08,1.54E-07
56.946,1.06E-07,7.75E-07
56.955,3.27E-08,2.39E-07
56.965,7.22E-08,5.27E-07
56.974,2.79E-08,2.04E-07
56.983,7.43E-08,5.42E-07
56.993,5.39E-08,3.93E-07
57.002,3.42E-08,2.49E-07
57.012,6.59E-08,4.81E-07
57.021,5.75E-08,4.20E-07
57.03,4.04E-08,2.94E-07
57.04,8.51E-09,6.21E-08
57.049,9.16E-09,6.69E-08
57.058,3.67E-08,2.68E-07
57.068,5.43E-08,3.96E-07
57.077,4.38E-08,3.20E-07
57.087,4.26E-08,3.11E-07
57.096,5.87E-08,4.29E-07
57.105,4.53E-08,3.30E-07
57.115,6.33E-08,4.62E-07
57.124,8.95E-08,6.53E-07
57.134,7.57E-08,5.52E-07
57.143,2.53E-08,1.84E-07
57.152,4.49E-08,3.27E-07
57.162,2.67E-08,1.95E-07
57.171,4.63E-08,3.38E-07
57.181,4.62E-08,3.37E-07
57.19,3.76E-08,2.74E-07
57.199,2.66E-08,1.94E-07
57.209,5.65E-08,4.12E-07
57.218,8.26E-08,6.03E-07
57.228,9.03E-08,6.59E-07
57.237,3.63E-08,2.65E-07
57.246,6.28E-08,4.58E-07
57.256,5.32E-08,3.88E-07
57.265,7.95E-08,5.80E-07
57.274,7.00E-08,5.11E-07
57.284,3.16E-08,2.31E-07
57.293,3.65E-08,2.66E-07
57.303,4.13E-08,3.02E-07
57.312,4.79E-08,3.50E-07
57.321,3.40E-08,2.48E-07
57.331,3.80E-08,2.77E-07
57.34,5.40E-08,3.94E-07
57.35,5.47E-08,3.99E-07
57.359,1.54E-08,1.12E-07
57.368,3.60E-08,2.63E-07
57.378,4.71E-08,3.44E-07
57.387,4.72E-08,3.44E-07
57.397,8.31E-08,6.07E-07
57.406,3.37E-08,2.46E-07
57.415,3.07E-08,2.24E-07
57.425,4.86E-08,3.55E-07
57.434,3.27E-08,2.39E-07
57.444,4.02E-08,2.93E-07
57.453,1.68E-08,1.22E-07
57.462,8.61E-08,6.29E-07
57.472,2.52E-08,1.84E-07
57.481,8.95E-08,6.53E-07
57.49,9.32E-09,6.80E-08
57.5,1.78E-08,1.30E-07
57.509,3.80E-08,2.77E-07
57.519,1.68E-08,1.22E-07
57.528,9.07E-08,6.62E-07
57.537,6.15E-08,4.49E-07
57.547,4.62E-08,3.37E-07
57.556,2.15E-08,1.57E-07
57.566,8.12E-09,5.93E-08
57.575,1.25E-07,9.13E-07
57.584,4.20E-08,3.06E-07
57.594,5.58E-08,4.08E-07
57.603,3.88E-08,2.83E-07
57.613,4.10E-08,2.99E-07
57.622,6.23E-09,4.55E-08
57.631,6.76E-08,4.94E-07
57.641,1.51E-08,1.10E-07
57.65,2.93E-08,2.14E-07
57.66,4.63E-08,3.38E-07
57.669,8.95E-08,6.53E-07
57.678,1.26E-08,9.22E-08
57.688,5.35E-08,3.90E-07
57.697,3.69E-08,2.69E-07
57.706,1.05E-08,7.63E-08
57.716,4.59E-08,3.35E-07
57.725,4.92E-08,3.59E-07
57.735,8.58E-08,6.26E-07
57.744,1.02E-07,7.48E-07
57.753,2.12E-08,1.55E-07
57.763,6.77E-08,4.94E-07
57.772,5.63E-08,4.11E-07
57.782,3.16E-08,2.30E-07
57.791,2.55E-08,1.86E-07
57.8,1.56E-07,1.14E-06
57.81,1.25E-07,9.10E-07
57.819,7.59E-08,5.54E-07
57.829,2.82E-08,2.06E-07
57.838,6.57E-08,4.79E-07
57.847,6.76E-08,4.93E-07
57.857,3.04E-08,2.22E-07
57.866,1.74E-08,1.27E-07
57.875,7.47E-08,5.45E-07
57.885,3.58E-08,2.61E-07
57.894,4.99E-08,3.64E-07
57.904,8.96E-08,6.54E-07
57.913,4.58E-08,3.34E-07
57.922,5.41E-08,3.95E-07
57.932,5.38E-08,3.93E-07
57.941,4.13E-08,3.01E-07
57.951,4.98E-08,3.64E-07
57.96,8.15E-08,5.95E-07
57.969,4.90E-08,3.58E-07
57.979,2.80E-08,2.04E-07
57.988,7.47E-08,5.45E-07
57.998,4.11E-08,3.00E-07
58.007,6.81E-08,4.97E-07
58.016,2.71E-08,1.97E-07
58.026,1.97E-08,1.43E-07
58.035,7.83E-08,5.72E-07
58.045,5.05E-09,3.69E-08
58.054,1.18E-08,8.63E-08
58.063,3.90E-08,2.85E-07
58.073,3.85E-08,2.81E-07
58.082,3.78E-08,2.76E-07
58.091,6.88E-08,5.02E-07
58.101,2.90E-08,2.11E-07
58.11,5.68E-08,4.15E-07
58.12,3.31E-08,2.42E-07
58.129,6.84E-08,4.99E-07
58.138,3.83E-08,2.79E-07
58.148,7.03E-08,5.13E-07
58.157,4.36E-08,3.18E-07
58.167,7.33E-08,5.35E-07
58.176,3.48E-08,2.54E-07
58.185,5.30E-08,3.87E-07
58.195,4.22E-08,3.08E-07
58.204,4.93E-08,3.60E-07
58.214,6.84E-08,4.99E-07
58.223,3.15E-08,2.30E-07
58.232,3.97E-08,2.89E-07
58.242,5.33E-08,3.89E-07
58.251,4.33E-08,3.16E-07
58.261,2.93E-08,2.14E-07
58.27,7.39E-08,5.39E-07
58.279,1.00E-07,7.30E-07
58.289,7.25E-08,5.29E-07
58.298,1.09E-07,7.93E-07
58.307,6.69E-08,4.88E-07
58.317,4.29E-08,3.13E-07
58.326,4.28E-08,3.13E-07
58.336,3.87E-08,2.82E-07
58.345,6.59E-08,4.81E-07
58.354,5.95E-08,4.34E-07
58.364,3.82E-08,2.79E-07
58.373,2.41E-08,1.76E-07
58.383,3.62E-08,2.64E-07
58.392,9.66E-08,7.05E-07
58.401,7.64E-08,5.58E-07
58.411,4.35E-08,3.17E-07
58.42,1.33E-08,9.73E-08
58.43,4.96E-08,3.62E-07
58.439,4.45E-08,3.25E-07
58.448,6.62E-08,4.83E-07
58.458,7.89E-08,5.76E-07
58.467,8.51E-08,6.21E-07
58.477,9.16E-08,6.69E-07
58.486,7.47E-08,5.45E-07
58.495,4.36E-08,3.18E-07
58.505,4.84E-08,3.53E-07
58.514,5.11E-08,3.73E-07
58.523,5.78E-08,4.21E-07
58.533,6.68E-08,4.88E-07
58.542,2.54E-08,1.85E-07
58.552,4.06E-08,2.96E-07
58.561,2.18E-08,1.59E-07
58.57,7.28E-08,5.32E-07
58.58,7.45E-08,5.44E-07
58.589,3.19E-08,2.33E-07
58.599,9.48E-08,6.92E-07
58.608,1.71E-08,1.25E-07
58.617,7.01E-08,5.11E-07
58.627,8.00E-08,5.83E-07
58.636,9.98E-09,7.28E-08
58.646,3.68E-08,2.69E-07
58.655,2.21E-08,1.62E-07
58.664,7.48E-08,5.46E-07
58.674,4.11E-08,3.00E-07
58.683,1.03E-07,7.49E-07
58.692,5.70E-08,4.16E-07
58.702,7.01E-08,5.11E-07
58.711,1.00E-07,7.32E-07
58.721,3.01E-08,2.20E-07
58.73,2.96E-08,2.16E-07
58.739,6.21E-08,4.53E-07
58.749,4.65E-09,3.39E-08
58.758,2.09E-08,1.52E-07
58.768,7.59E-08,5.54E-07
58.777,4.86E-08,3.54E-07
58.786,5.48E-08,4.00E-07
58.796,7.85E-09,5.73E-08
58.805,3.49E-08,2.55E-07
58.815,2.55E-08,1.86E-07
58.824,4.18E-08,3.05E-07
58.833,6.80E-08,4.96E-07
58.843,1.60E-08,1.17E-07
58.852,9.68E-08,7.06E-07
58.862,2.57E-08,1.88E-07
58.871,1.71E-08,1.24E-07
58.88,8.67E-08,6.33E-07
58.89,3.34E-08,2.44E-07
58.899,5.13E-08,3.74E-07
58.908,4.01E-08,2.92E-07
58.918,7.69E-08,5.61E-07
58.927,4.46E-08,3.26E-07
58.937,2.02E-08,1.47E-07
58.946,1.12E-07,8.21E-07
58.955,7.01E-08,5.12E-07
58.965,7.73E-08,5.64E-07
58.974,7.66E-08,5.59E-07
58.984,3.31E-08,2.41E-07
58.993,8.21E-09,5.99E-08
59.002,6.66E-08,4.86E-07
59.012,5.33E-08,3.89E-07
59.021,9.83E-08,7.17E-07
59.031,3.76E-08,2.74E-07
59.04,8.65E-08,6.31E-07
59.049,7.88E-08,5.75E-07
59.059,3.82E-08,2.78E-07
59.068,7.14E-08,5.21E-07
59.078,6.54E-08,4.78E-07
59.087,1.42E-08,1.04E-07
59.096,7.53E-08,5.50E-07
59.106,5.11E-08,3.73E-07
59.115,3.64E-08,2.66E-07
59.124,3.35E-08,2.45E-07
59.134,4.58E-08,3.34E-07
59.143,6.86E-08,5.01E-07
59.153,5.40E-08,3.94E-07
59.162,2.14E-08,1.56E-07
59.171,2.60E-08,1.90E-07
59.181,3.38E-08,2.47E-07
59.19,5.05E-08,3.68E-07
59.2,4.92E-08,3.59E-07
59.209,6.52E-08,4.76E-07
59.218,3.12E-08,2.28E-07
59.228,3.35E-08,2.45E-07
59.237,5.30E-08,3.87E-07
59.247,2.83E-08,2.06E-07
59.256,2.11E-08,1.54E-07
59.265,3.48E-08,2.54E-07
59.275,3.30E-08,2.41E-07
59.284,1.06E-08,7.72E-08
59.294,6.02E-08,4.39E-07
59.303,8.14E-08,5.94E-07
59.312,5.20E-08,3.80E-07
59.322,5.88E-08,4.29E-07
59.331,5.10E-08,3.72E-07
59.34,3.34E-08,2.44E-07
59.35,5.77E-08,4.21E-07
59.359,2.26E-08,1.65E-07
59.369,2.78E-08,2.03E-07
59.378,4.36E-08,3.18E-07
59.387,8.57E-08,6.25E-07
59.397,4.18E-08,3.05E-07
59.406,3.61E-08,2.63E-07
59.416,6.43E-08,4.69E-07
59.425,5.46E-08,3.98E-07
59.434,5.90E-08,4.31E-07
59.444,1.00E-07,7.32E-07
59.453,6.12E-08,4.47E-07
59.463,5.35E-08,3.90E-07
59.472,1.19E-07,8.70E-07
59.481,8.59E-08,6.27E-07
59.491,7.58E-08,5.53E-07
59.5,5.49E-08,4.01E-07
59.509,6.76E-08,4.93E-07
59.519,9.68E-08,7.06E-07
59.528,8.86E-08,6.46E-07
59.538,2.50E-08,1.83E-07
59.547,1.03E-07,7.55E-07
59.556,7.29E-08,5.32E-07
59.566,3.70E-09,2.70E-08
59.575,7.09E-08,5.17E-07
59.585,8.60E-08,6.27E-07
59.594,3.00E-08,2.19E-07
59.603,1.49E-07,1.09E-06
59.613,1.48E-08,1.08E-07
59.622,5.70E-08,4.16E-07
59.632,8.00E-08,5.83E-07
59.641,1.21E-07,8.81E-07
59.65,7.87E-08,5.74E-07
59.66,8.29E-08,6.05E-07
59.669,9.31E-08,6.79E-07
59.679,6.53E-08,4.77E-07
59.688,3.47E-08,2.53E-07
59.697,7.11E-08,5.19E-07
59.707,1.71E-08,1.25E-07
59.716,4.22E-08,3.08E-07
59.725,6.13E-08,4.47E-07
59.735,3.42E-08,2.50E-07
59.744,1.20E-07,8.78E-07
59.754,3.61E-08,2.64E-07
59.763,7.39E-08,5.39E-07
59.772,5.24E-09,3.82E-08
59.782,6.77E-08,4.94E-07
59.791,8.14E-08,5.94E-07
59.801,1.15E-07,8.41E-07
59.81,4.74E-08,3.46E-07
59.819,7.87E-08,5.74E-07
59.829,8.67E-08,6.33E-07
59.838,2.81E-08,2.05E-07
59.848,1.81E-08,1.32E-07
59.857,6.03E-08,4.40E-07
59.866,1.70E-08,1.24E-07
59.876,1.47E-08,1.07E-07
59.885,2.71E-08,1.98E-07
59.895,6.36E-08,4.64E-07
59.904,3.63E-08,2.65E-07
59.913,3.26E-08,2.38E-07
59.923,5.79E-09,4.22E-08
59.932,6.05E-08,4.41E-07
59.941,3.93E-08,2.87E-07
59.951,6.27E-08,4.58E-07
59.96,6.12E-08,4.47E-07
59.97,9.43E-08,6.88E-07
59.979,5.04E-08,3.68E-07
59.988,6.28E-08,4.58E-07
59.998,8.68E-08,6.33E-07
60.007,3.15E-08,2.30E-07
60.017,4.51E-08,3.29E-07
60.026,3.12E-08,2.27E-07
60.035,5.67E-08,4.13E-07
60.045,2.15E-08,1.57E-07
60.054,5.14E-08,3.75E-07
60.064,1.68E-08,1.23E-07
60.073,5.89E-09,4.29E-08
60.082,4.36E-08,3.18E-07
60.092,1.39E-08,1.01E-07
60.101,3.51E-08,2.56E-07
60.11,7.04E-08,5.13E-07
60.12,6.76E-08,4.93E-07
60.129,7.93E-08,5.79E-07
60.139,4.69E-08,3.42E-07
60.148,3.24E-08,2.37E-07
60.157,5.31E-08,3.88E-07
60.167,2.86E-08,2.09E-07
60.176,6.91E-08,5.04E-07
60.186,5.97E-08,4.35E-07
60.195,3.66E-08,2.67E-07
60.204,6.97E-08,5.09E-07
60.214,1.28E-08,9.34E-08
